x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-1.551498844866999,0.26237229185377764,0.8890607212079694,-0.4223552789018986,-0.6600519120107569,-0.07846299080710756,0.09849810514017428,0.40173817789702826,-0.56137385921842,-0.3097428045094929,197.15944391465592
-1.0030899901709267,1.1214392395636792,-1.2377092726280388,0.37920397304417663,-0.2150263863287871,-1.2418075791518919,-0.05831965518063265,0.7088457592058888,-0.5873408526310318,1.2735764489220232,197.27766313308086
0.9808078025540873,0.49537782178571377,0.8514623318590044,-1.5681568971433588,1.314776225153517,-0.35894974306204297,-0.738866713727499,-1.0781354711042963,-1.1423760663996894,0.3897451683739071,190.41002938307483
3.957068031978632,0.4038468298454145,0.38705203144714306,-0.1468391843172659,1.7196775458879143,-1.2131499443699014,-1.4118721995629662,0.6165799696570694,1.1762387784951727,1.1312205004557851,191.23591767668032
1.3372435961039544,-0.5399210040207136,-1.3892318084479267,1.9272499872672118,-0.15845035879189232,-0.7164759747449567,0.18319854224319268,-0.3490478270187907,0.22477712544630954,-2.2485940778710574,187.2566358847633
0.14274541236085508,0.008837428935793241,0.00846714762563191,1.768691271128024,-1.1209683588897168,0.4304696435051544,-1.1365791894520836,1.4973643606114613,-0.16845700876375658,0.02823075138308414,189.95963616712996
-0.9627738542660551,-1.3354391948124102,-0.7120217184718393,-1.0565035885460121,1.493463398050243,-0.8908158395362367,0.04289680325583379,0.3666631549409686,1.388917908699982,1.905108379612797,199.08315888068316
-0.3195025174572803,-1.5802015806762089,-0.9926832415812676,0.48666252619475764,0.4450425202442815,0.7779875912808639,0.5268062056908858,0.9046594966011,-0.8525363004384058,-1.9989013075458435,188.069947380659
-2.2245692258612992,1.1707246105293176,0.5477558131691701,1.262545182964895,-0.02249072800027589,-0.6954627989035914,-0.8582591453295556,-0.1221044848922582,-1.2144707268841552,1.334161677998887,198.05231967389918
0.1994192856199656,-0.5226785472704268,0.0991198589907578,-0.10657998698947409,0.2575616823757235,0.9041700668140997,-0.8485137972403499,-0.5630795443245199,0.7086059586233187,0.8682858557828845,177.34460424511946
-0.7306552299217156,0.28897973836677526,-0.6830939831202938,-1.0773824300291175,-0.8648363025777469,-1.097892862468375,0.3865242596171102,-0.5333856478587473,-0.8152363375724794,-0.8791663321259781,194.58243349781915
